Code op type;First date;Comptes;Intitulé;Code opération;Débit;Crédit;Réf. Pièce;Period unite <y,m,d>;Period value;[opt]: exception
167;2010/12/31;448600;Etat – Charges à payer;TaxeP_2010;;145;Ecriture d'inventaire;;;
168;2010/01/31;706000;"Prestations de service
Facture MOZILLA n°1 – prestations de janvier_2010";MOZILLA_M1;;7960;FC MOZILLA 1
168;2010/01/31;445710;"TVA collectée
Facture MOZILLA n°1 – prestations de janvier_2010";MOZILLA_M1;;1560.160;FC MOZILLA 1
168;2010/01/31;411000;Clientes – ventes de prestations de service Facture MOZILLA n°1 – prestations de janvier_2010;MOZILLA_M1;9520.16;;FC MOZILLA 1
169;2010/03/05;411000;"Clients- ventes de prestations de service
Règlement MOZILLA Facture n°1 - prestations de janvier_2010";MOZILLA_M1_2010 paiement;;9520.160;VIR MOZILLA
169;2010/03/05;512100;"Banque
Règlement MOZILLA Facture n°1 - prestations de janvier_2010";MOZILLA_M1_2010 paiement;9520.160;;VIR MOZILLA
170;2010/02/28;706000;"Prestations de service
Facture MOZILLA n°2 – prestations de février_2010";MOZILLA_M2;;7960;FC MOZILLA 2
170;2010/02/28;445710;"TVA collectée
Facture MOZILLA n°2 – prestations de février_2010";MOZILLA_M2;;1560.160;FC MOZILLA 2
170;2010/02/28;411000;Clientes – ventes de prestations de service Facture MOZILLA n°2 – prestations de février_2010;MOZILLA_M2;9520.16;;FC MOZILLA 2
171;2010/04/05;411000;"Clients- ventes de prestations de service
Règlement MOZILLA Facture n°2 - prestations de février_2010";MOZILLA_M2_2010 paiement;;9520.160;VIR MOZILLA
171;2010/04/05;512100;"Banque
Règlement MOZILLA Facture n°2 - prestations de février_2010";MOZILLA_M2_2010 paiement;9520.160;;VIR MOZILLA
172;2010/03/31;706000;"Prestations de service
Facture MOZILLA n°3 – prestations de mars_2010";MOZILLA_M3;;8756;FC MOZILLA 3
172;2010/03/31;445710;"TVA collectée
Facture MOZILLA n°3 – prestations de mars_2010";MOZILLA_M3;;1716.180;FC MOZILLA 3
172;2010/03/31;411000;Clientes – ventes de prestations de service Facture MOZILLA n°3 – prestations de mars_2010;MOZILLA_M3;10472.18;;FC MOZILLA 3
173;2010/05/05;411000;"Clients- ventes de prestations de service
Règlement MOZILLA Facture n°3 - prestations de mars_2010";MOZILLA_M3_2010 paiement;;10472.180;VIR MOZILLA
173;2010/05/05;512100;"Banque
Règlement MOZILLA Facture n°3 - prestations de mars_2010";MOZILLA_M3_2010 paiement;10472.180;;VIR MOZILLA
174;2010/04/30;706000;"Prestations de service
Facture MOZILLA n°4 – prestations de avril_2010";MOZILLA_M4;;6766;FC MOZILLA 4
174;2010/04/30;445710;"TVA collectée
Facture MOZILLA n°4 – prestations de avril_2010";MOZILLA_M4;;1326.140;FC MOZILLA 4
174;2010/04/30;411000;Clientes – ventes de prestations de service Facture MOZILLA n°4 – prestations de avril_2010;MOZILLA_M4;8092.14;;FC MOZILLA 4
175;2010/06/05;411000;"Clients- ventes de prestations de service
Règlement MOZILLA Facture n°4 - prestations de avril_2010";MOZILLA_M4_2010 paiement;;8092.140;VIR MOZILLA
175;2010/06/05;512100;"Banque
Règlement MOZILLA Facture n°4 - prestations de avril_2010";MOZILLA_M4_2010 paiement;8092.140;;VIR MOZILLA
176;2010/05/31;706000;"Prestations de service
Facture MOZILLA n°5 – prestations de mai_2010";MOZILLA_M5;;7562;FC MOZILLA 5
176;2010/05/31;445710;"TVA collectée
Facture MOZILLA n°5 – prestations de mai_2010";MOZILLA_M5;;1482.150;FC MOZILLA 5
176;2010/05/31;411000;Clientes – ventes de prestations de service Facture MOZILLA n°5 – prestations de mai_2010;MOZILLA_M5;9044.15;;FC MOZILLA 5
177;2010/07/05;411000;"Clients- ventes de prestations de service
Règlement MOZILLA Facture n°5 - prestations de mai_2010";MOZILLA_M5_2010 paiement;;9044.150;VIR MOZILLA
177;2010/07/05;512100;"Banque
Règlement MOZILLA Facture n°5 - prestations de mai_2010";MOZILLA_M5_2010 paiement;9044.150;;VIR MOZILLA
178;2010/06/30;706000;"Prestations de service
Facture MOZILLA n°6 – prestations de juin_2010";MOZILLA_M6;;8756;FC MOZILLA 6
178;2010/06/30;445710;"TVA collectée
Facture MOZILLA n°6 – prestations de juin_2010";MOZILLA_M6;;1716.180;FC MOZILLA 6
178;2010/06/30;411000;Clientes – ventes de prestations de service Facture MOZILLA n°6 – prestations de juin_2010;MOZILLA_M6;10472.18;;FC MOZILLA 6
179;2010/08/05;411000;"Clients- ventes de prestations de service
Règlement MOZILLA Facture n°6 - prestations de juin_2010";MOZILLA_M6_2010 paiement;;10472.180;VIR MOZILLA
179;2010/08/05;512100;"Banque
Règlement MOZILLA Facture n°6 - prestations de juin_2010";MOZILLA_M6_2010 paiement;10472.180;;VIR MOZILLA
180;2010/07/31;706000;"Prestations de service
Facture MOZILLA n°7 – prestations de juillet_2010";MOZILLA_M7;;6368;FC MOZILLA 7
180;2010/07/31;445710;"TVA collectée
Facture MOZILLA n°7 – prestations de juillet_2010";MOZILLA_M7;;1248.130;FC MOZILLA 7
180;2010/07/31;411000;Clientes – ventes de prestations de service Facture MOZILLA n°7 – prestations de juillet_2010;MOZILLA_M7;7616.13;;FC MOZILLA 7
181;2010/09/05;411000;"Clients- ventes de prestations de service
Règlement MOZILLA Facture n°7 - prestations de juillet_2010";MOZILLA_M7_2010 paiement;;7616.130;VIR MOZILLA
181;2010/09/05;512100;"Banque
Règlement MOZILLA Facture n°7 - prestations de juillet_2010";MOZILLA_M7_2010 paiement;7616.130;;VIR MOZILLA
182;2010/08/31;706000;"Prestations de service
Facture MOZILLA n°8 – prestations de août_2010";MOZILLA_M8;;8756;FC MOZILLA 8
182;2010/08/31;445710;"TVA collectée
Facture MOZILLA n°8 – prestations de août_2010";MOZILLA_M8;;1716.180;FC MOZILLA 8
182;2010/08/31;411000;Clientes – ventes de prestations de service Facture MOZILLA n°8 – prestations de août_2010;MOZILLA_M8;10472.18;;FC MOZILLA 8
183;2010/10/05;411000;"Clients- ventes de prestations de service
Règlement MOZILLA Facture n°8 - prestations de août_2010";MOZILLA_M8_2010 paiement;;10472.180;VIR MOZILLA
183;2010/10/05;512100;"Banque
Règlement MOZILLA Facture n°8 - prestations de août_2010";MOZILLA_M8_2010 paiement;10472.180;;VIR MOZILLA
184;2010/09/30;706000;"Prestations de service
Facture MOZILLA n°9 – prestations de septembre_2010";MOZILLA_M9;;6567.0;FC MOZILLA 9
184;2010/09/30;445710;"TVA collectée
Facture MOZILLA n°9 – prestations de septembre_2010";MOZILLA_M9;;1287.130;FC MOZILLA 9
184;2010/09/30;411000;Clientes – ventes de prestations de service Facture MOZILLA n°9 – prestations de septembre_2010;MOZILLA_M9;7854.13;;FC MOZILLA 9
185;2010/11/05;411000;"Clients- ventes de prestations de service
Règlement MOZILLA Facture n°9 - prestations de septembre_2010";MOZILLA_M9_2010 paiement;;7854.130;VIR MOZILLA
185;2010/11/05;512100;"Banque
Règlement MOZILLA Facture n°9 - prestations de septembre_2010";MOZILLA_M9_2010 paiement;7854.130;;VIR MOZILLA
186;2010/10/31;706000;"Prestations de service
Facture MOZILLA n°10 – prestations de octobre_2010";MOZILLA_M10;;8358;FC MOZILLA 10
186;2010/10/31;445710;"TVA collectée
Facture MOZILLA n°10 – prestations de octobre_2010";MOZILLA_M10;;1638.170;FC MOZILLA 10
186;2010/10/31;411000;Clientes – ventes de prestations de service Facture MOZILLA n°10 – prestations de octobre_2010;MOZILLA_M10;9996.17;;FC MOZILLA 10
187;2010/12/05;411000;"Clients- ventes de prestations de service
Règlement MOZILLA Facture n°10 - prestations de octobre_2010";MOZILLA_M10_2010 paiement;;9996.170;VIR MOZILLA
187;2010/12/05;512100;"Banque
Règlement MOZILLA Facture n°10 - prestations de octobre_2010";MOZILLA_M10_2010 paiement;9996.170;;VIR MOZILLA
188;2010/11/30;706000;"Prestations de service
Facture MOZILLA n°11 – prestations de novembre_2010";MOZILLA_M11;;7960;FC MOZILLA 11
188;2010/11/30;445710;"TVA collectée
Facture MOZILLA n°11 – prestations de novembre_2010";MOZILLA_M11;;1560.160;FC MOZILLA 11
188;2010/11/30;411000;Clientes – ventes de prestations de service Facture MOZILLA n°11 – prestations de novembre_2010;MOZILLA_M11;9520.16;;FC MOZILLA 11
190;2010/12/31;706000;"Prestations de service
Facture MOZILLA n°12 – prestations de décembre_2010";MOZILLA_M12;;6766;FC MOZILLA 12
190;2010/12/31;445710;"TVA collectée
Facture MOZILLA n°12 – prestations de décembre_2010";MOZILLA_M12;;1326.140;FC MOZILLA 12
190;2010/12/31;411000;Clientes – ventes de prestations de service Facture MOZILLA n°12 – prestations de décembre_2010;MOZILLA_M12;8092.14;;FC MOZILLA 12
