N°,Date,Comptes,Intitulé,Code opération,Débit,Crédit,Réf. Pièce
391,2010/12/05,512100,"Banque
Règlement MOZILLA Facture n°10 - prestations de octobre_2010",MOZILLA_M10_2010 paiement,9996.170,,VIR MOZILLA
392,2010/12/21,445710,"TVA récupérée d'avance
TVA collectée 4ème trimestre 2010",TVA CA4 T4_2010 facture,5800,,TVA CA4 T1_2010
393,2010/12/21,445810,Acomptes – régime simplifié d'imposition Acompte TVA 4ème trimestre 2010,TVA CA4 T4_2010 facture,,5800,TVA CA4 T1_2010
394,2010/12/21,445810,Acomptes – régime simplifié d'imposition Acompte TVA 4ème trimestre 2010,TVA CA4 T4_2010 paiement,5800,,Ch 0324660
395,2010/12/21,512100,"Banque
Règlement acompte TVA 4ème trimestre 2010",TVA CA4 T4_2010 paiement,,5800,Ch 0324660
396,2010/12/28,616400,"Primes d'assurance - risques d'exploitation
Assurance risque d'exploitation AXA",AXA_2011 facture,663.4,,Appel cotisation 12/2010
397,2010/12/28,445660,"TVA déductible
TVA déductible sur prime d'assurance AXA",AXA_2011 facture,95.71,,Appel cotisation 12/2010
398,2010/12/28,401100,"Fournisseurs - Achats de biens et services
Assurance risque d'exploitation AXA",AXA_2011 facture,,759.11,Appel cotisation 12/2010
399,2010/12/28,401100,"Fournisseurs - Achats de biens et services
Assurance risque d'exploitation AXA",AXA_2010,759.11,,PRLV AXA France IAR P884530
400,2010/12/28,512100,"Banque
Règlement facture assurance risque
Exploitation AXA",AXA_2010,,759.11,PRLV AXA France IAR P884530
401,2010/12/30,645300,"Cotisations aux caisses de retraite
Règlement 2ème acompte CIPAV 2010",CIPAV2 facture,339.5,,Appel cotisation 11/2010
402,2010/12/30,437020,"Cotisations aux autres organismes sociaux
Règlement 2ème acompte CIPAV 2010",CIPAV2 facture,,339.5,Appel cotisation 11/2010
403,2010/12/30,437020,"Cotisations aux autres organismes sociaux
Règlement 2ème acompte CIPAV 2010",CIPAV2 paiement,339.5,,prlv cipav p550577
404,2010/12/30,512100,"Banque
Règlement 2ème acompte CIPAV 2010",CIPAV2 paiement,,339.5,prlv cipav p550577
405,2010/12/31,486000,"Charges constatées d'avance
Assurance risque d'exploitation 2011",AXA_2011 paiement,663.4,,Ecriture d'inventaire
406,2010/12/31,616400,"Primes d'assurance - risques d'exploitation
Assurance risque d'exploitation AXA",AXA_2011 paiement,,663.4,Ecriture d'inventaire
407,2010/12/31,635110,"Autres impôts – Taxe professionelle
Estimation",TaxeP_2010,145,,Ecriture d'inventaire
408,2010/12/31,448600,Etat – Charges à payer,TaxeP_2010,,145,Ecriture d'inventaire
409,2010/12/31,706000,"Prestations de service
Facture MOZILLA n°12 – prestations de décembre_2010",MOZILLA_M12,,6766,FC MOZILLA 12
410,2010/12/31,445710,"TVA collectée
Facture MOZILLA n°12 – prestations de décembre_2010",MOZILLA_M12,,1326.140,FC MOZILLA 12
411,2010/12/31,411000,Clientes – ventes de prestations de service Facture MOZILLA n°12 – prestations de décembre_2010,MOZILLA_M12,8092.14,,FC MOZILLA 12
412,2010/12/31,695000,"Impôts sur les bénéfices
Estimation",IS_2010,3988.56,,Ecriture d'inventaire
413,2010/12/31,448600,Etat-Charges à payer,IS_2010,,3988.56,Ecriture d'inventaire
