N°,Date,Comptes,Intitulé,Code opération,Débit,Crédit,Réf. Pièce
398,2013/12/20,445710,"TVA collectée
TVA collectée T4 2013",TVA CA4 T4_2013 – facture,0,,
399,2013/12/20,445810,"Acomptes – régime simplifié d'imposition
  Acompte TVA T4 2013",TVA CA4 T4_2013 – facture,,0,
400,2013/12/20,445810,"Acomptes – régime simplifié d'imposition
  Acompte TVA T4 2013",TVA CA4 T4_2013 – paiement,0,,
401,2013/12/20,512100,"Banque
 Règlement acompte TVA T4 2013",TVA CA4 T4_2013 – paiement,,0,
402,2013/12/29,448600,"Etat – Charges à payer
Cotisations à IS Règlement 1er acompte IS 2013",IS acompte 2&3 2013 facture,1,,
403,2013/12/29,444000,Etat-Imot sur les bénéfices,IS acompte 2&3 2013 facture,,1,
404,2013/12/29,444000,Etat-Imot sur les bénéfices,IS acompte 2&3 2013 paiement,1,,
405,2013/12/29,512100,Banque Règlement acompte 2 et 3 IS 2013,IS acompte 2&3 2013 paiement,,1,
406,2013/12/31,635110,"Autres impôts – Taxe professionelle
Estimation",TaxeP_2013,860,,Ecriture d'inventaire
407,2013/12/31,448600,Etat – Charges à payer,TaxeP_2013,,860,Ecriture d'inventaire
408,2013/12/31,695000,"Impôts sur les bénéfices
Estimation",IS_2013,1785.79,,Ecriture d'inventaire
409,2013/12/31,448600,Etat-Charges à payer,IS_2013,,1785.79,Ecriture d'inventaire
